LAT,LON,KelasSH_bulan1,Bulan_bulan1,Id Kabkot,Id Prov,KategoriSH_bulan1,SH_bulan1,KelasCH_bulan1,KategoriCH_bulan1,CH_bulan1,KelasSH_bulan2,Bulan_bulan2,KategoriSH_bulan2,SH_bulan2,KategoriCH_bulan2,KelasCH_bulan2,CH_bulan2,KelasSH_bulan3,Bulan_bulan3,KategoriSH_bulan3,SH_bulan3,KategoriCH_bulan3,KelasCH_bulan3,CH_bulan3,rainfall,Sifat_Hujan_Rata,temperature,humidity,prediksi_awal,rekomendasi_final
-7.95,110.3,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,153.4036,50 - 100 mm,Rendah,71.243,> 200%,JUL,Atas Normal,208.6503,Rendah,50 - 100 mm,54.2036,> 200%,AGT,Atas Normal,297.0684,Rendah,20 - 50 mm,37.0872,54.17793333333333,219.7074333333333,26.306451612903224,84.61290322580645,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.35,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,155.9832,50 - 100 mm,Rendah,56.3763,> 200%,JUL,Atas Normal,211.2952,Rendah,20 - 50 mm,41.1757,> 200%,AGT,Atas Normal,298.436,Rendah,0 - 20 mm,19.5393,39.03043333333333,221.9048,26.11290322580645,84.6774193548387,"[{'nama': 'Semangka', 'skor': '94%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '6%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '94%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '6%', 'kategori': 'cukup ideal'}]"
-7.95,110.4,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,158.9876,20 - 50 mm,Rendah,46.5358,> 200%,JUL,Atas Normal,216.1665,Rendah,20 - 50 mm,31.4557,> 200%,AGT,Atas Normal,304.1417,Rendah,0 - 20 mm,12.6693,30.220266666666664,226.4319333333333,25.79032258064516,84.75806451612904,"[{'nama': 'Kacang Hijau', 'skor': '65%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '35%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '65%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '35%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.45,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,158.59,50 - 100 mm,Rendah,75.7365,> 200%,JUL,Atas Normal,216.4096,Rendah,20 - 50 mm,40.4479,> 200%,AGT,Atas Normal,307.0765,Rendah,20 - 50 mm,28.3328,48.1724,227.3587,25.61290322580645,84.85483870967742,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.5,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,157.7103,50 - 100 mm,Rendah,83.993,> 200%,JUL,Atas Normal,216.0338,Rendah,20 - 50 mm,42.3122,> 200%,AGT,Atas Normal,309.9493,Rendah,20 - 50 mm,41.3152,55.873466666666666,227.8978,25.5,85.04838709677419,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.55,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,156.6276,50 - 100 mm,Rendah,84.9111,> 200%,JUL,Atas Normal,215.5681,Rendah,20 - 50 mm,42.6993,> 200%,AGT,Atas Normal,313.4194,Rendah,50 - 100 mm,54.4382,60.68286666666666,228.53836666666663,25.387096774193548,85.24193548387096,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.6,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,155.5889,50 - 100 mm,Rendah,81.7044,> 200%,JUL,Atas Normal,215.526,Rendah,20 - 50 mm,40.6116,> 200%,AGT,Atas Normal,318.1743,Rendah,20 - 50 mm,42.3088,54.87493333333333,229.76306666666667,25.29032258064516,85.43548387096774,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.65,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,154.8489,50 - 100 mm,Rendah,85.1133,> 200%,JUL,Atas Normal,216.4793,Rendah,20 - 50 mm,47.3961,> 200%,AGT,Atas Normal,325.0191,Rendah,50 - 100 mm,50.1819,60.8971,232.11576666666664,25.258064516129032,85.3225806451613,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.7,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,154.672,50 - 100 mm,Rendah,67.4633,> 200%,JUL,Atas Normal,219.0472,Rendah,20 - 50 mm,35.7526,> 200%,AGT,Atas Normal,334.8137,Rendah,50 - 100 mm,55.4642,52.89336666666667,236.1776333333333,25.29032258064516,85.3225806451613,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.75,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,155.3031,50 - 100 mm,Rendah,61.9954,> 200%,JUL,Atas Normal,223.6388,Rendah,20 - 50 mm,35.3494,> 200%,AGT,Atas Normal,347.5765,Rendah,50 - 100 mm,54.5919,50.64556666666667,242.1728,25.12903225806452,85.96774193548387,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.95,110.15,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,145.9026,50 - 100 mm,Rendah,80.1861,> 200%,JUL,Atas Normal,203.6384,Rendah,50 - 100 mm,54.4012,> 200%,AGT,Atas Normal,296.8318,Rendah,50 - 100 mm,73.8691,69.48546666666667,215.4576,26.85483870967742,82.35483870967742,"[{'nama': 'Kacang Hijau', 'skor': '94%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '94%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]"
-7.95,110.2,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,148.3666,50 - 100 mm,Rendah,76.0913,> 200%,JUL,Atas Normal,205.4343,Rendah,50 - 100 mm,53.7085,> 200%,AGT,Atas Normal,297.4634,Rendah,50 - 100 mm,66.6893,65.49636666666667,217.08810000000005,26.758064516129032,82.69354838709677,"[{'nama': 'Kacang Hijau', 'skor': '75%', 'kategori': 'mendekati ideal'}, {'nama': 'Semangka', 'skor': '23%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '1%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '75%', 'kategori': 'mendekati ideal'}, {'nama': 'Semangka', 'skor': '23%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.9,110.3,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,150.2207,50 - 100 mm,Rendah,62.6736,> 200%,JUL,Atas Normal,203.4575,Rendah,20 - 50 mm,43.5957,> 200%,AGT,Atas Normal,295.5536,Rendah,20 - 50 mm,28.6498,44.97303333333334,216.4106,25.83870967741936,86.75806451612904,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.35,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,152.3212,50 - 100 mm,Rendah,51.4563,> 200%,JUL,Atas Normal,206.0903,Rendah,20 - 50 mm,28.6953,> 200%,AGT,Atas Normal,297.2101,Rendah,20 - 50 mm,22.1683,34.106633333333335,218.5405333333333,25.741935483870968,85.96774193548387,"[{'nama': 'Semangka', 'skor': '84%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '16%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '84%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '16%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.4,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,155.4471,50 - 100 mm,Rendah,64.8529,> 200%,JUL,Atas Normal,211.4557,Rendah,20 - 50 mm,34.025,> 200%,AGT,Atas Normal,304.2951,Rendah,20 - 50 mm,26.1449,41.67426666666668,223.73263333333333,25.661290322580644,85.24193548387096,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.45,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,155.2513,50 - 100 mm,Rendah,85.164,> 200%,JUL,Atas Normal,212.3009,Rendah,20 - 50 mm,42.6499,> 200%,AGT,Atas Normal,308.498,Rendah,20 - 50 mm,40.0686,55.96083333333333,225.35006666666663,25.596774193548388,85.01612903225806,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.9,110.5,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,154.5253,50 - 100 mm,Rendah,91.4739,> 200%,JUL,Atas Normal,212.52,Rendah,50 - 100 mm,50.3833,> 200%,AGT,Atas Normal,312.8042,Rendah,50 - 100 mm,52.4435,64.7669,226.6165,25.370967741935484,85.19354838709677,"[{'nama': 'Semangka', 'skor': '93%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '7%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '93%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '7%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.55,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,153.5647,50 - 100 mm,Rendah,85.3207,> 200%,JUL,Atas Normal,212.573,Rendah,20 - 50 mm,48.8287,> 200%,AGT,Atas Normal,317.6058,Rendah,50 - 100 mm,51.226,61.7918,227.9145,25.258064516129032,85.41935483870968,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.6,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,152.617,50 - 100 mm,Rendah,83.4202,> 200%,JUL,Atas Normal,212.884,Rendah,20 - 50 mm,42.8871,> 200%,AGT,Atas Normal,323.2976,Rendah,20 - 50 mm,46.7434,57.68356666666667,229.5995333333333,25.241935483870968,85.6774193548387,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.9,110.65,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,151.9171,50 - 100 mm,Rendah,73.1899,> 200%,JUL,Atas Normal,213.8261,Rendah,20 - 50 mm,37.6599,> 200%,AGT,Atas Normal,330.0478,Rendah,20 - 50 mm,48.7439,53.1979,231.93033333333327,25.258064516129032,85.43548387096774,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.7,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,151.6653,50 - 100 mm,Rendah,61.0263,> 200%,JUL,Atas Normal,215.447,Rendah,20 - 50 mm,31.6273,> 200%,AGT,Atas Normal,336.7811,Rendah,50 - 100 mm,51.0122,47.8886,234.6311333333333,25.32258064516129,85.09677419354838,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.75,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,153.7222,50 - 100 mm,Rendah,59.1625,> 200%,JUL,Atas Normal,220.7995,Rendah,20 - 50 mm,32.7528,> 200%,AGT,Atas Normal,349.0378,Rendah,50 - 100 mm,54.9441,48.95313333333333,241.1865,25.32258064516129,85.40322580645162,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.05,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,138.272,50 - 100 mm,Rendah,93.9927,150% - 200%,JUL,Atas Normal,191.5834,Rendah,50 - 100 mm,63.1438,> 200%,AGT,Atas Normal,285.7548,Rendah,50 - 100 mm,52.2933,69.80993333333333,205.2034,26.64516129032258,82.66129032258064,"[{'nama': 'Kacang Hijau', 'skor': '92%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '4%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '92%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '4%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]"
-7.9,110.1,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,140.915,50 - 100 mm,Rendah,87.3122,150% - 200%,JUL,Atas Normal,195.4969,Rendah,50 - 100 mm,54.6216,> 200%,AGT,Atas Normal,291.3483,Rendah,50 - 100 mm,65.7849,69.23956666666668,209.2534,26.677419354838708,82.93548387096774,"[{'nama': 'Kacang Hijau', 'skor': '91%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '6%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '91%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '6%', 'kategori': 'cukup ideal'}]"
-7.9,110.15,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,143.4565,50 - 100 mm,Rendah,75.7943,150% - 200%,JUL,Atas Normal,198.2768,Rendah,20 - 50 mm,45.4228,> 200%,AGT,Atas Normal,294.4348,Rendah,50 - 100 mm,70.461,63.89270000000001,212.0560333333333,26.40322580645161,84.2741935483871,"[{'nama': 'Semangka', 'skor': '70%', 'kategori': 'mendekati ideal'}, {'nama': 'Kacang Hijau', 'skor': '29%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '70%', 'kategori': 'mendekati ideal'}, {'nama': 'Kacang Hijau', 'skor': '29%', 'kategori': 'cukup ideal'}]"
-7.9,110.2,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,145.8944,50 - 100 mm,Rendah,71.8041,> 200%,JUL,Atas Normal,200.2701,Rendah,20 - 50 mm,42.8193,> 200%,AGT,Atas Normal,295.6802,Rendah,50 - 100 mm,54.7713,56.4649,213.9482333333333,26.14516129032258,85.5,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.9,110.25,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,148.2076,50 - 100 mm,Rendah,65.2389,> 200%,JUL,Atas Normal,201.8764,Rendah,20 - 50 mm,46.7643,> 200%,AGT,Atas Normal,295.8406,Rendah,20 - 50 mm,38.7919,50.26503333333333,215.30820000000003,26.048387096774192,86.1774193548387,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.85,110.25,115% - 150%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,145.1795,50 - 100 mm,Rendah,58.9001,150% - 200%,JUL,Atas Normal,197.3081,Rendah,20 - 50 mm,41.849,> 200%,AGT,Atas Normal,294.4678,Rendah,20 - 50 mm,27.8749,42.87466666666666,212.3184666666667,25.725806451612904,86.66129032258064,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.3,115% - 150%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,146.7001,50 - 100 mm,Rendah,67.1732,150% - 200%,JUL,Atas Normal,198.8934,Rendah,20 - 50 mm,43.8999,> 200%,AGT,Atas Normal,294.5493,Rendah,20 - 50 mm,30.3019,47.125,213.38093333333336,25.774193548387096,86.48387096774194,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.35,115% - 150%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,148.9314,50 - 100 mm,Rendah,70.4172,> 200%,JUL,Atas Normal,202.0856,Rendah,20 - 50 mm,40.2292,> 200%,AGT,Atas Normal,297.8126,Rendah,20 - 50 mm,36.0986,48.915,216.27653333333333,25.774193548387096,85.56451612903226,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.4,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,152.1526,50 - 100 mm,Rendah,72.679,> 200%,JUL,Atas Normal,207.8848,Rendah,20 - 50 mm,40.0501,> 200%,AGT,Atas Normal,306.1098,Rendah,20 - 50 mm,35.4318,49.386966666666666,222.0490666666667,25.951612903225808,84.61290322580645,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.85,110.45,150% - 200%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,152.1518,50 - 100 mm,Rendah,82.3429,> 200%,JUL,Atas Normal,209.3061,Rendah,20 - 50 mm,45.4001,> 200%,AGT,Atas Normal,311.5855,Rendah,20 - 50 mm,47.416,58.38633333333333,224.3478,25.725806451612904,84.69354838709677,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
