LAT,LON,KelasSH_bulan1,Bulan_bulan1,Id Kabkot,Id Prov,KategoriSH_bulan1,SH_bulan1,KelasCH_bulan1,KategoriCH_bulan1,CH_bulan1,KelasSH_bulan2,Bulan_bulan2,KategoriSH_bulan2,SH_bulan2,KategoriCH_bulan2,KelasCH_bulan2,CH_bulan2,KelasSH_bulan3,Bulan_bulan3,KategoriSH_bulan3,SH_bulan3,KategoriCH_bulan3,KelasCH_bulan3,CH_bulan3,rainfall,Sifat_Hujan_Rata,temperature,humidity,prediksi_awal,rekomendasi_final
-7.85,110.5,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,151.5969,50 - 100 mm,Rendah,93.0459,> 200%,JUL,Atas Normal,210.132,Rendah,50 - 100 mm,58.8959,> 200%,AGT,Atas Normal,317.3627,Rendah,50 - 100 mm,56.9972,69.64633333333333,226.36386666666667,25.5,84.74193548387096,"[{'nama': 'Kacang Hijau', 'skor': '50%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '46%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '50%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '46%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '2%', 'kategori': 'cukup ideal'}]"
-7.85,110.55,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,150.7746,50 - 100 mm,Rendah,79.9929,> 200%,JUL,Atas Normal,210.6487,Rendah,20 - 50 mm,49.5068,> 200%,AGT,Atas Normal,323.286,Rendah,50 - 100 mm,51.5203,60.34,228.2364333333333,25.43548387096774,84.88709677419355,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.6,115% - 150%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,149.9162,50 - 100 mm,Rendah,74.9627,> 200%,JUL,Atas Normal,211.0442,Rendah,20 - 50 mm,43.8754,> 200%,AGT,Atas Normal,328.9602,Rendah,50 - 100 mm,50.1346,56.32423333333333,229.9735333333333,25.32258064516129,85.64516129032258,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.65,115% - 150%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,149.2072,50 - 100 mm,Rendah,70.9998,> 200%,JUL,Atas Normal,211.1881,Rendah,20 - 50 mm,38.3937,> 200%,AGT,Atas Normal,332.8144,Rendah,20 - 50 mm,47.0712,52.1549,231.0699,25.258064516129032,85.48387096774194,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.7,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,150.5264,50 - 100 mm,Rendah,63.8483,> 200%,JUL,Atas Normal,213.9448,Rendah,20 - 50 mm,31.8345,> 200%,AGT,Atas Normal,339.7815,Rendah,20 - 50 mm,48.3209,48.00123333333334,234.7509,25.06451612903226,85.45161290322581,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.75,150% - 200%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,154.1126,50 - 100 mm,Rendah,68.0266,> 200%,JUL,Atas Normal,221.4171,Rendah,20 - 50 mm,35.2664,> 200%,AGT,Atas Normal,356.411,Rendah,50 - 100 mm,53.6068,52.299933333333335,243.98023333333333,25.258064516129032,85.40322580645162,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.05,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,136.167,50 - 100 mm,Rendah,95.7898,150% - 200%,JUL,Atas Normal,187.0718,Rendah,50 - 100 mm,65.0243,> 200%,AGT,Atas Normal,283.6957,Rendah,20 - 50 mm,44.3696,68.39456666666666,202.3115,25.83870967741936,85.06451612903226,"[{'nama': 'Semangka', 'skor': '51%', 'kategori': 'cukup ideal'}, {'nama': 'Kacang Hijau', 'skor': '47%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '1%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '51%', 'kategori': 'cukup ideal'}, {'nama': 'Kacang Hijau', 'skor': '47%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.85,110.1,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,138.7905,50 - 100 mm,Rendah,86.1657,150% - 200%,JUL,Atas Normal,191.023,Rendah,50 - 100 mm,50.3167,> 200%,AGT,Atas Normal,289.5878,Rendah,50 - 100 mm,57.5299,64.67076666666667,206.4671,25.93548387096774,85.41935483870968,"[{'nama': 'Semangka', 'skor': '85%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '15%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '85%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '15%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.15,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,141.2748,50 - 100 mm,Rendah,74.4855,150% - 200%,JUL,Atas Normal,193.8998,Rendah,20 - 50 mm,41.9987,> 200%,AGT,Atas Normal,293.0917,Rendah,50 - 100 mm,54.763,57.0824,209.4221,25.741935483870968,86.16129032258064,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.85,110.2,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,143.4895,50 - 100 mm,Rendah,60.9814,150% - 200%,JUL,Atas Normal,195.9324,Rendah,20 - 50 mm,38.6198,> 200%,AGT,Atas Normal,294.6248,Rendah,20 - 50 mm,38.8843,46.16183333333333,211.3489,25.370967741935484,87.40322580645162,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.4,115% - 150%,JUN,Bantul,Daerah Istimewa Yogyakarta,Atas Normal,148.8444,50 - 100 mm,Rendah,68.531,> 200%,JUL,Atas Normal,204.4869,Rendah,20 - 50 mm,38.8821,> 200%,AGT,Atas Normal,307.5825,Rendah,20 - 50 mm,40.9938,49.46896666666667,220.3046,26.06451612903226,84.09677419354838,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.55,115% - 150%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,147.9284,50 - 100 mm,Rendah,70.9002,> 200%,JUL,Atas Normal,208.3695,Rendah,20 - 50 mm,48.7587,> 200%,AGT,Atas Normal,327.0003,Rendah,50 - 100 mm,57.0532,58.90403333333333,227.76606666666663,25.43548387096774,84.98387096774194,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.6,115% - 150%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,147.1279,50 - 100 mm,Rendah,68.6208,> 200%,JUL,Atas Normal,208.1686,Rendah,20 - 50 mm,47.4409,> 200%,AGT,Atas Normal,330.2129,Rendah,50 - 100 mm,52.2802,56.11396666666667,228.50313333333327,25.29032258064516,85.69354838709677,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.65,115% - 150%,JUN,Gunungkidul,Daerah Istimewa Yogyakarta,Atas Normal,148.0387,50 - 100 mm,Rendah,74.2689,> 200%,JUL,Atas Normal,209.667,Rendah,20 - 50 mm,40.0678,> 200%,AGT,Atas Normal,334.8151,Rendah,20 - 50 mm,45.3253,53.220666666666666,230.84026666666668,25.096774193548388,85.56451612903226,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.35,115% - 150%,JUN,Kota Yogyakarta,Daerah Istimewa Yogyakarta,Atas Normal,145.5523,50 - 100 mm,Rendah,63.6689,150% - 200%,JUL,Atas Normal,198.3317,Rendah,20 - 50 mm,40.0366,> 200%,AGT,Atas Normal,298.2449,Rendah,20 - 50 mm,34.5896,46.09836666666666,214.04296666666664,26.016129032258064,85.12903225806451,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.1,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,136.5879,50 - 100 mm,Rendah,91.2655,150% - 200%,JUL,Atas Normal,186.7249,Rendah,50 - 100 mm,51.1596,> 200%,AGT,Atas Normal,287.3536,Rendah,20 - 50 mm,49.5486,63.99123333333333,203.55546666666663,25.048387096774192,87.80645161290323,"[{'nama': 'Semangka', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.15,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,138.824,50 - 100 mm,Rendah,77.3238,150% - 200%,JUL,Atas Normal,189.5367,Rendah,20 - 50 mm,43.9695,> 200%,AGT,Atas Normal,290.9277,Rendah,20 - 50 mm,44.4986,55.26396666666667,206.42946666666668,25.06451612903226,87.90322580645162,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.2,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,140.3971,50 - 100 mm,Rendah,63.7138,150% - 200%,JUL,Atas Normal,191.272,Rendah,20 - 50 mm,40.8999,> 200%,AGT,Atas Normal,292.023,Rendah,20 - 50 mm,31.9248,45.51283333333333,207.89736666666667,25.016129032258064,87.96774193548387,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.25,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,141.5949,50 - 100 mm,Rendah,61.0424,150% - 200%,JUL,Atas Normal,192.6111,Rendah,20 - 50 mm,42.6556,> 200%,AGT,Atas Normal,292.1649,Rendah,20 - 50 mm,26.4454,43.38113333333334,208.7903,25.35483870967742,87.20967741935483,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.3,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,143.2296,50 - 100 mm,Rendah,62.1725,150% - 200%,JUL,Atas Normal,194.7065,Rendah,20 - 50 mm,44.6105,> 200%,AGT,Atas Normal,293.7659,Rendah,20 - 50 mm,37.7451,48.17603333333333,210.56733333333327,25.70967741935484,86.16129032258064,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.45,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,149.0169,50 - 100 mm,Rendah,72.548,> 200%,JUL,Atas Normal,206.3965,Rendah,20 - 50 mm,38.5103,> 200%,AGT,Atas Normal,314.1533,Rendah,50 - 100 mm,51.1545,54.070933333333336,223.1889,25.93548387096774,84.1774193548387,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.8,110.5,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,148.623,50 - 100 mm,Rendah,75.537,> 200%,JUL,Atas Normal,207.6896,Rendah,20 - 50 mm,44.8075,> 200%,AGT,Atas Normal,320.9858,Rendah,50 - 100 mm,55.3071,58.55053333333333,225.7661333333333,25.596774193548388,84.1774193548387,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.75,110.15,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,145.277,50 - 100 mm,Rendah,86.6735,> 200%,JUL,Atas Normal,200.6649,Rendah,50 - 100 mm,52.3077,> 200%,AGT,Atas Normal,315.4002,Rendah,20 - 50 mm,45.2365,61.4059,220.44736666666665,24.274193548387096,88.51612903225806,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.75,110.2,115% - 150%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,146.2909,50 - 100 mm,Rendah,73.5935,> 200%,JUL,Atas Normal,202.2757,Rendah,20 - 50 mm,48.2074,> 200%,AGT,Atas Normal,316.5316,Rendah,20 - 50 mm,36.4949,52.76526666666667,221.6994,24.887096774193548,87.96774193548387,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.75,110.25,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,147.515,50 - 100 mm,Rendah,67.2004,> 200%,JUL,Atas Normal,204.0015,Rendah,20 - 50 mm,48.7077,> 200%,AGT,Atas Normal,317.8442,Rendah,20 - 50 mm,35.4621,50.45673333333334,223.1202333333333,25.14516129032258,87.01612903225806,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.75,110.3,115% - 150%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,149.1789,50 - 100 mm,Rendah,71.0723,> 200%,JUL,Atas Normal,206.4814,Rendah,50 - 100 mm,51.4816,> 200%,AGT,Atas Normal,320.4863,Rendah,20 - 50 mm,34.2086,52.25416666666666,225.3822,25.43548387096774,86.04838709677419,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.75,110.35,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,151.5454,50 - 100 mm,Rendah,73.8965,> 200%,JUL,Atas Normal,210.5413,Rendah,20 - 50 mm,47.7997,> 200%,AGT,Atas Normal,326.0849,Rendah,20 - 50 mm,44.9308,55.54233333333334,229.3905333333333,25.56451612903226,85.14516129032258,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.75,110.4,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,154.9084,50 - 100 mm,Rendah,77.6424,> 200%,JUL,Atas Normal,217.2374,Rendah,20 - 50 mm,48.4202,> 200%,AGT,Atas Normal,336.8373,Rendah,50 - 100 mm,56.9284,60.99700000000001,236.3277,25.596774193548388,84.37096774193549,"[{'nama': 'Semangka', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}]"
-7.75,110.45,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,154.603,50 - 100 mm,Rendah,72.9608,> 200%,JUL,Atas Normal,218.5072,Rendah,20 - 50 mm,45.1479,> 200%,AGT,Atas Normal,342.898,Rendah,50 - 100 mm,68.9221,62.3436,238.6694,25.451612903225808,84.19354838709677,"[{'nama': 'Semangka', 'skor': '96%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '96%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.7,110.15,150% - 200%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,150.9122,50 - 100 mm,Rendah,95.9111,> 200%,JUL,Atas Normal,210.5861,Rendah,50 - 100 mm,62.0442,> 200%,AGT,Atas Normal,338.2728,Rendah,50 - 100 mm,59.6942,72.54983333333332,233.2570333333333,24.370967741935484,88.69354838709677,"[{'nama': 'Kacang Hijau', 'skor': '44%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '26%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '23%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '44%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '26%', 'kategori': 'cukup ideal'}, {'nama': 'Semangka', 'skor': '23%', 'kategori': 'cukup ideal'}]"
-7.7,110.2,150% - 200%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,151.9125,50 - 100 mm,Rendah,86.0014,> 200%,JUL,Atas Normal,212.5002,Rendah,50 - 100 mm,53.6932,> 200%,AGT,Atas Normal,340.4483,Rendah,50 - 100 mm,52.5497,64.08143333333334,234.95366666666663,24.40322580645161,87.80645161290323,"[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '98%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.7,110.25,150% - 200%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,153.1199,50 - 100 mm,Rendah,73.6109,> 200%,JUL,Atas Normal,214.5001,Rendah,50 - 100 mm,54.0504,> 200%,AGT,Atas Normal,342.6054,Rendah,20 - 50 mm,44.3136,57.32496666666668,236.7418,24.887096774193548,86.90322580645162,"[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '0%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]"
